id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6798691,YeLLow HouSe in Mouraria,23600466,Cristina & André,Lisboa,Santa Maria Maior,38.71798,-9.13412,Entire home/apt,66,3,48,2022-08-16,0.53,2,307,5,AL 15690
7284965,"Lisbon,Bélem Ajuda Dream Apartment",37834095,Ana Paula,Lisboa,Ajuda,38.70345,-9.19226,Entire home/apt,65,3,159,2022-12-10,1.76,1,332,20,27751/AL
7287946,Gorgeous River View in charming Alfama,38165341,Gonzalo,Lisboa,So Vicente,38.71525,-9.12335,Entire home/apt,40,3,242,2022-11-16,2.69,2,1,18,38665/AL
7081390,💙★PALÁCIO SANT'ANNA★ Historic Palace Lisboa🎯 10,17638903,Maria De Jesus,Lisboa,Arroios,38.71902,-9.13853,Private room,66,1,22,2022-09-21,0.25,46,351,6,45541/AL
7087187,Moby Dick Lodge,33185572,Moby Dick Lodge,Cascais,Alcabideche,38.75303,-9.45074,Private room,443,1,9,2019-03-10,0.12,8,361,0,
7298473,Campervan Portugal 4 berth wc,32032130,Marisa,Lisboa,Olivais,38.7671,-9.13024,Entire home/apt,69,3,5,2022-05-12,0.07,1,365,2,
6799121,At home in Cascais,35288856,Maria Elvira,Cascais,Cascais e Estoril,38.70097,-9.4365,Entire home/apt,83,1,85,2022-11-21,0.94,1,309,20,15266/AL
6807578,Principe Real Guest House 3,2101702,João,Lisboa,Santo Antnio,38.71631,-9.15076,Entire home/apt,74,4,375,2022-12-02,4.11,12,72,38,16117/AL
7106499,White room in the Mountain of the Moon,20649997,Isabel,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79388,-9.37912,Private room,36,2,57,2022-12-04,0.63,2,348,13,45319/AL
7107358,Solazur I,37234184,Rui,Mafra,Ericeira,38.962276,-9.416839,Entire home/apt,100,7,10,2022-11-12,0.16,2,109,3,8840/AL
7302706,★ Amazing rooftop view w/ terrace -  Bairro Alto ★,41816590,Daniela,Lisboa,Misericrdia,38.71124,-9.14409,Entire home/apt,74,1,372,2022-12-02,4.12,12,324,46,81561/AL
7109509,Room next to the subway Carnide,37243518,Ana Cristina,Lisboa,Carnide,38.76106,-9.19357,Private room,14,31,3,2022-02-28,0.04,2,215,1,
7127471,"Ocean V in Cascais with Sea View and pool, sleeps",25391913,Portugal Portfolio,Cascais,Cascais e Estoril,38.69664,-9.44044,Entire home/apt,112,2,32,2022-10-09,0.48,42,254,12,120812/AL
6807714,Príncipe Real Studio,2101702,João,Lisboa,Santo Antnio,38.71695,-9.15245,Entire home/apt,62,4,401,2022-12-09,4.40,12,62,40,16117/AL
6808188,"Belem center, public transports next the house",11926451,Ana,Lisboa,Belm,38.69771,-9.20211,Entire home/apt,50,2,87,2020-01-17,0.97,10,0,0,77970/AL
7129351,Apartment 200 m from the beach,3327663,Rui,Mafra,Ericeira,38.96814,-9.41804,Entire home/apt,42,4,15,2020-09-20,0.17,19,0,0,48178/AL
7302858,Apartamento ensolarado a 250m da praia.,38250931,Jorge,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69397,-9.2974,Entire home/apt,125,15,18,2022-12-01,0.20,1,266,3,23652/AL
7131204,Costa do Castelo Terrace V,18744173,Thierry,Lisboa,Santa Maria Maior,38.7159,-9.13235,Entire home/apt,80,2,212,2022-09-24,2.34,6,254,11,2716/AL
7139170,Lisbon /apartment beach Carcavelos,37389615,Celine,Cascais,Carcavelos e Parede,38.68341,-9.3279,Entire home/apt,82,3,63,2022-11-16,0.71,1,102,22,
7142562,Colares / Galadriel Villa,36411687,Ana,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.81973,-9.43771,Entire home/apt,150,7,14,2019-08-30,0.18,1,0,0,
7142967,2 bedroom home with sunny terrace,35866016,Ana,Lisboa,So Vicente,38.71656,-9.12278,Entire home/apt,73,3,246,2022-12-03,2.73,1,179,46,82726/AL
7305215,Casa de Sant'Ana  - 49554/AL,23303401,Clara,Lisboa,Arroios,38.71919,-9.13936,Entire home/apt,130,8,29,2022-05-06,0.33,1,0,1,RNT-49554/AL
6809965,Apartment by the beach,35572779,Nuno,Cascais,Carcavelos e Parede,38.68596,-9.3549,Entire home/apt,70,4,87,2022-09-09,0.95,2,155,4,18537/AL
7145075,Apartment 200 m from the beach,3327663,Rui,Mafra,Ericeira,38.96833,-9.41785,Entire home/apt,42,4,5,2020-08-22,0.06,19,0,0,47189/AL
6811652,Girl Sunny Single Room in Center,32329533,Sofia,Lisboa,Arroios,38.73059,-9.13471,Private room,33,1,60,2022-11-28,0.67,3,82,6,Exempt
7317488,Ericeira Beach Flat Swimming Pool,38335210,Jose,Mafra,Carvoeira,38.95157,-9.41313,Entire home/apt,117,3,50,2022-10-14,0.55,1,0,11,15511/AL
7146422,Casa da Leonor com Garagem no Centro de Lisboa,37424805,Diogo,Lisboa,Santo Antnio,38.7265,-9.1455,Entire home/apt,75,5,79,2022-11-07,0.88,1,174,22,41071/AL
7319708,Happy Apartment,38346163,António,Lisboa,Misericrdia,38.71066,-9.15011,Entire home/apt,50,3,199,2022-12-07,2.24,2,268,41,61304/AL
6815852,Praça das Flores. Unique spot.,688914,Luis,Lisboa,Misericrdia,38.71493,-9.15134,Entire home/apt,152,1,44,2022-11-07,0.49,36,305,6,11831/AL
7148372,Large apartment with excellent location,26070945,Paulo,Lisboa,Santo Antnio,38.71751,-9.14407,Entire home/apt,138,4,46,2022-11-22,0.57,5,338,7,
7321066,Charming Apartment,38346163,António,Lisboa,Misericrdia,38.70873,-9.15135,Entire home/apt,94,3,209,2022-12-10,2.37,2,234,46,61298/AL
7325099,Quarto com casa de banho partilhada,15137541,Fernanda,Cascais,Cascais e Estoril,38.69898,-9.41926,Private room,35,1,41,2021-07-07,0.46,4,350,0,
7164638,Cosy backyard w/ kids' pool downtown by the beach,15925366,Tom-Isabel,Mafra,Ericeira,38.96579,-9.41856,Entire home/apt,199,1,25,2021-10-18,0.28,6,180,0,18689/AL
7327995,The One Experience - Master Suite,37046559,André,Lisboa,Estrela,38.70202,-9.17199,Private room,250,2,0,,,4,364,0,OMT35/2015
6821936,Historical center near beach w/WiFi,15925366,Tom-Isabel,Mafra,Ericeira,38.96569,-9.41745,Entire home/apt,301,1,34,2022-08-05,0.38,6,365,8,19025/AL
7437987,Bairro Alto City Center Apartment,38964167,Dora,Lisboa,Misericrdia,38.71126,-9.14474,Entire home/apt,55,2,227,2020-03-15,2.53,1,47,0,47468/AL
6822655,Lisbon Central Apartments - White Sofa Apartment,18596854,João,Lisboa,Arroios,38.720676,-9.138871,Entire home/apt,89,2,130,2022-12-08,1.44,2,155,23,16105/AL
6831422,Duplex Santos w/roof balcony,35787634,Rahim,Lisboa,Misericrdia,38.70933,-9.15281,Entire home/apt,70,2,326,2022-12-12,3.60,1,104,57,51972/AL
6832102,Double bed room(Brown)Near Lisb airport &P. Nações,23427234,António,Loures,Moscavide e Portela,38.78589,-9.11113,Private room,25,1,237,2022-11-07,2.62,2,0,6,
7328059,The One Experience- Port Suite,37046559,André,Lisboa,Estrela,38.70063,-9.17049,Private room,75,2,3,2021-11-01,0.05,4,364,0,OMT35/2015
7438144,Garden Oasis Apartment with Patio,4191034,Alexandre,Lisboa,Arroios,38.71744,-9.13918,Entire home/apt,81,3,305,2022-12-02,4.28,2,101,52,38491/AL
7335873,CARCAVELOS - BEACH,14151678,Jose,Cascais,Carcavelos e Parede,38.68083,-9.32833,Entire home/apt,95,3,51,2022-08-25,0.65,1,80,3,31855/AL
6839911,ALMIRANTE 1,2372087,Albertino,Lisboa,Arroios,38.72723,-9.13504,Entire home/apt,171,3,25,2022-12-10,0.32,56,38,13,14723/AL
6841957,Private Terrace Apartment in Historic Centre 3 by,34827624,Lisbonne,Lisboa,So Vicente,38.72026,-9.13127,Entire home/apt,141,1,113,2022-11-06,1.25,39,343,20,37936/AL
7438250,Apartamento Dom Bosco,13137789,Rosário,Cascais,Cascais e Estoril,38.71274,-9.40579,Entire home/apt,63,2,37,2022-10-30,0.42,1,351,11,17715/AL
6842202,Seelisbon - Alfama apartments 1,35853620,Ana & Gonçalo,Lisboa,Santa Maria Maior,38.71165,-9.12525,Entire home/apt,41,3,281,2022-11-26,3.11,3,55,40,8748/AL
7341325,"""MAR"" in the Heart of Lisbon",38460117,Lisbon Story Guesthouse,Lisboa,Santa Maria Maior,38.71397,-9.13866,Entire home/apt,110,1,24,2022-12-03,0.27,3,9,10,12704/AL
7341893,New apartment next to Av. Liberdade,33903389,Joana,Lisboa,Santo Antnio,38.72194,-9.14431,Entire home/apt,96,2,265,2022-11-27,3.38,5,115,35,28590/AL
7446782,Duplex Town House  Camões / Chiado,39002247,Mário,Lisboa,Misericrdia,38.71164,-9.1445,Entire home/apt,97,3,216,2022-12-01,2.42,1,229,38,23614/AL
7343417,"""Proverbios"" in the Heart of Lisbon",38460117,Lisbon Story Guesthouse,Lisboa,Santa Maria Maior,38.71387,-9.139,Hotel room,100,1,2,2022-06-28,0.33,3,14,2,12704/AL
7345120,Happy apartment in downtown Lisbon (castle view),5588401,Ana & Mariana,Lisboa,Arroios,38.71714,-9.13903,Entire home/apt,50,3,345,2022-11-10,3.85,12,83,58,34601/AL
6844936,Love Nest in Sintra,8443288,Luis,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79755,-9.39185,Entire home/apt,49,3,192,2022-12-12,2.12,2,314,43,49827/AL
6859950,Charming Apartment in Mouraria,35948398,Ilda,Lisboa,Arroios,38.72009,-9.1336,Entire home/apt,65,4,290,2022-12-01,3.20,1,100,48,30106AL
7453188,*CLEAN & SAFE* Apartment in the Castle of S. Jorge,39031840,João,Lisboa,Santa Maria Maior,38.71309,-9.13148,Entire home/apt,57,3,251,2022-11-28,2.79,2,296,45,2667/AL
6860550,"3rd Floor, River View - Príncipe Real",35951100,Isabel,Lisboa,Santo Antnio,38.71658,-9.15288,Entire home/apt,129,4,205,2022-12-01,2.27,1,272,23,81808/AL
6862713,Loft Encosta da Lapa,27620381,Pedro,Lisboa,Estrela,38.70715,-9.15701,Entire home/apt,65,3,106,2022-11-06,1.17,1,0,19,27327/AL
6867892,Lisbon Apartment Cais do Sodre,35988975,Oswaldo,Lisboa,Misericrdia,38.70779,-9.14648,Entire home/apt,100,2,271,2022-12-12,2.98,1,298,59,34821/AL
7345398,Heart of Lisbon's historic centre Loft,21345923,Luísa,Lisboa,Santo Antnio,38.71583,-9.14573,Entire home/apt,36,3,227,2022-12-11,2.55,1,199,47,21950/AL
7346082,Modern house in the Heart of Lisbon,5104227,Marta & Jerome,Lisboa,Santa Maria Maior,38.71322,-9.13455,Entire home/apt,141,3,266,2022-11-06,2.97,1,346,34,30038/AL
7347572,The Sunset Nest,22809366,Tim,Lisboa,So Vicente,38.72052,-9.13119,Entire home/apt,82,3,45,2022-09-05,0.50,7,276,2,23078/AL
7453348,Between Beach+Historical Monuments,557442,Fernanda,Lisboa,Estrela,38.70571,-9.17102,Entire home/apt,30,28,127,2020-01-03,1.42,1,258,0,22623/AL
6869819,Comfy&Central 3min walking to the beach - atjoanas,5157570,Joana,Cascais,Cascais e Estoril,38.69936,-9.42303,Entire home/apt,230,3,49,2022-11-01,0.54,14,0,1,14995/AL
7454563,Luxury designer Villa with new fully equipped gym,20216916,Miguel,Cascais,Alcabideche,38.72273,-9.38794,Entire home/apt,2450,5,2,2022-07-15,0.05,1,152,1,
6872443,Countryside villa by Ericeira,36017372,Isabel,Mafra,Mafra,38.96752,-9.36329,Entire home/apt,89,4,56,2022-09-28,0.62,1,90,14,
6877140,Charming Alfama Apartment,33736661,Pedro,Lisboa,Santa Maria Maior,38.71019,-9.129,Entire home/apt,119,1,167,2022-11-07,1.85,4,74,27,13492/AL
7354154,Casa dos Avós  - 5585 /A. Local,37781012,Florinda Anjos,Alenquer,Ribafria e Pereiro de Palhacana,39.0582,-9.12046,Entire home/apt,55,1,52,2022-10-23,0.59,1,358,22,5585/AL
7356416,Sunny Double Bed & Private Bathroom,2918220,Cristina,Lisboa,Lumiar,38.76064,-9.15705,Private room,36,1,79,2022-12-02,1.01,2,175,21,26636/AL
7356709,Little Alfama Town,9985968,Benjamin,Lisboa,Santa Maria Maior,38.71295,-9.13021,Entire home/apt,45,3,154,2022-10-26,1.71,2,186,9,22011/AL
7464948,Triple Room The Maverick. Surf. Yoga. Relax.,17235600,The Maverick Surfvillas,Lourinh,Lourinh e Atalaia,39.26866,-9.28188,Private room,75,1,11,2022-08-14,0.14,11,64,3,8861-2755-7645
6877519,Charming Alfama Flat,33736661,Pedro,Lisboa,Santa Maria Maior,38.71045,-9.1284,Entire home/apt,119,1,242,2022-11-18,2.66,4,74,28,13491/AL
7467021,The One Experience- Starboard Suite,37046559,André,Lisboa,Estrela,38.70258,-9.17224,Private room,75,2,12,2021-10-24,0.17,4,364,0,OMT35/2015
7738406,Cool Tailor Made 2 Bedroom Apartment,8046399,Tomás,Lisboa,Estrela,38.71502,-9.15448,Entire home/apt,118,2,192,2022-11-06,2.16,26,314,20,17726/AL
7359856,Alfama Santa Apolonia Apartment,38561697,Carlos,Lisboa,So Vicente,38.71474,-9.12497,Entire home/apt,72,2,171,2022-11-24,1.90,6,137,34,63231/AL
7468126,Beautiful family Villa with a pool,38175830,Catarina,Cascais,Cascais e Estoril,38.70375,-9.38597,Entire home/apt,464,3,109,2022-10-28,1.22,1,321,15,55836/AL
7361985,Apartamento Primeiro Andar - Ericeira (centro),17206393,Kika,Mafra,Ericeira,38.96886,-9.41907,Entire home/apt,57,1,45,2022-12-07,0.69,12,309,33,29210/AL
7362298,Bright flat in City Center 2,38544464,António,Lisboa,Arroios,38.72218,-9.13356,Entire home/apt,92,3,167,2022-11-27,2.21,1,251,49,20906/AL
7470943,Original Downtown by Lisbon Heart,4141894,Maria E João,Lisboa,Santa Maria Maior,38.715217228174446,-9.139669792990682,Entire home/apt,151,2,216,2022-11-14,2.40,5,358,34,20808/AL
7739443,Big Mansard in Bica (Bairro Alto) with River View,40678352,Rosa,Lisboa,Misericrdia,38.71026,-9.14618,Entire home/apt,77,3,90,2022-07-06,1.01,1,181,4,54659/AL
7478094,★Historic Sant'Anna Palace★ Twin Room w/ a View 29,17638903,Maria De Jesus,Lisboa,Arroios,38.71734,-9.14004,Private room,66,1,41,2022-10-31,0.46,46,310,15,46000/AL
7742096,Lisbon Downtown Room,16869217,Elquisson And Julia,Lisboa,Santa Maria Maior,38.71042,-9.13574,Private room,46,2,463,2022-12-09,5.18,8,357,68,41522/AL
7363350,Beach House Memories,38577621,Pedro,Torres Vedras,Silveira,39.13119,-9.38,Entire home/apt,130,5,9,2022-08-20,0.10,1,181,2,16934/AL
7367013,Your house in the center of Lisbon,32966468,Helia,Lisboa,Arroios,38.72239,-9.13511,Entire home/apt,200,2,291,2020-03-23,3.25,3,77,0,55678/AL
7480264,The One Experience,37046559,André,Lisboa,Estrela,38.70035,-9.1706,Entire home/apt,500,1,0,,,4,364,0,OMT35/2015
7378850,FLH Bairro Alto - Artistic with View,3953109,Feels Like Home,Lisboa,Misericrdia,38.71202,-9.14299,Entire home/apt,115,1,47,2022-11-20,0.60,313,253,27,19335/AL
7743405,Chiado Luxury Apartment,2446180,Chiho & Nuno,Lisboa,Misericrdia,38.71075,-9.14421,Entire home/apt,280,4,288,2022-11-29,3.39,12,125,45,9179/AL
7743775,Casa de Baixo,13219688,André,Lisboa,Misericrdia,38.70921,-9.15215,Entire home/apt,68,1,337,2022-11-29,3.78,4,234,56,21284/AL
7482055,a room Like Home (4),7440258,Luis,Lisboa,Estrela,38.708454,-9.156143,Private room,28,1,176,2022-12-07,1.96,9,290,43,17534/AL
7743936,Alfama New Apartment,40702906,CarlaJoel,Lisboa,Santa Maria Maior,38.71128,-9.12898,Entire home/apt,48,2,264,2022-12-13,2.98,1,345,41,28925/AL
7384232,Martim Moniz Luxury Apartment,538753,André & Cristina,Lisboa,Santa Maria Maior,38.71606,-9.13712,Entire home/apt,138,2,280,2022-12-16,3.13,12,219,65,18335/AL
7487387,"""BLUE RIVER VIEW"", Roof Terrace Duplex, Alfama",13564776,Monica&Carlos,Lisboa,Santa Maria Maior,38.71338,-9.12855,Entire home/apt,103,5,347,2022-11-30,3.86,1,231,30,29583/AL
7387049,ELISA Studio | Pituresque w/ amazing River views,2252054,Giuseppe,Lisboa,Santa Maria Maior,38.71195,-9.12811,Entire home/apt,76,4,360,2022-11-26,3.99,2,281,34,19528/AL
7750915,Beautiful studio in a neighborhood,3791609,José,Lisboa,Arroios,38.72407,-9.13762,Entire home/apt,100,5,89,2019-11-09,1.00,2,261,0,28620/AL
7491287,FLH Ericeira Beach Coxos,3953109,Feels Like Home,Mafra,Ericeira,38.96153,-9.41771,Entire home/apt,59,1,62,2022-11-13,0.69,313,331,12,
7754584,Central Downtown Rossio by Central Hill,2681397,Central Hill Apartments,Lisboa,Santa Maria Maior,38.71563,-9.14027,Entire home/apt,228,1,198,2022-12-03,2.21,31,295,28,21223/AL
7400260,Ericeira Sunset House,38774003,Luis,Mafra,Ericeira,38.96024,-9.41685,Entire home/apt,150,3,104,2022-10-13,1.17,2,308,24,AL45404
7491667,FLH Ericeira Beach Lizandro,3953109,Feels Like Home,Mafra,Ericeira,38.96024,-9.41573,Entire home/apt,59,1,81,2022-11-20,0.91,313,312,17,
7402418,Vintage Lisbon. Principe Real.,4047048,Samuel & Carla,Lisboa,Santo Antnio,38.71788,-9.15329,Entire home/apt,52,3,144,2022-11-28,1.60,2,296,19,47896/AL
7492356,FLH Ericeira Beach Sul,3953109,Feels Like Home,Mafra,Ericeira,38.9618,-9.41641,Entire home/apt,62,1,20,2022-10-16,0.23,313,337,9,26449/AL
7412511,Ericeira Happy Terrace - Short or Long Stays!,38835657,Pedro,Mafra,Ericeira,38.96949,-9.41473,Entire home/apt,529,4,41,2019-08-29,0.46,1,365,0,13432/AL
7423210,Sunny Terrace private room in Oeiras,7998269,Catarina,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.70932,-9.28891,Private room,40,3,28,2022-11-21,0.52,1,82,10,
7495513,Pricipe Real 2,1341386,Massimiliano,Lisboa,Misericrdia,38.71532,-9.14926,Private room,40,3,91,2022-12-04,1.02,2,337,35,52653/AL
7428710,Angel's Stay In City Center,31897481,Zoey,Lisboa,Arroios,38.72797,-9.13668,Entire home/apt,85,1,19,2022-12-10,0.21,1,347,10,120100/AL
7434304,Bairro Alto 3 Bedroom Patio House!! Great WI-FI!!,17457001,Joana,Lisboa,Misericrdia,38.71315,-9.14677,Entire home/apt,180,2,235,2022-11-20,2.69,40,357,42,34202/AL
7758757,NEW Amazing apartment & location 2,4189583,Cheese & Wine,Lisboa,Santa Maria Maior,38.70975,-9.13063,Entire home/apt,138,1,259,2022-12-10,2.90,11,332,54,20912/AL
7512704,Calado Duplex. Modern with style.,688914,Luis,Lisboa,Penha de Frana,38.7303,-9.12886,Entire home/apt,82,1,36,2022-08-24,0.40,36,287,3,15632/AL
7514721,Location location location!,39370045,Diogo,Lisboa,So Vicente,38.714,-9.12458,Entire home/apt,69,2,85,2022-11-27,0.95,1,252,6,87277/AL
7762739,"A Portuguesa I, at Bica's Funicular St.",3250665,The Blue House,Lisboa,Misericrdia,38.70872,-9.14641,Entire home/apt,67,2,173,2022-12-04,1.94,12,102,45,39659/AL
7434883,*TERRACE/GARDEN Flat in Ajuda/Belem_ 6 guests*,8958376,Diogo,Lisboa,Ajuda,38.70443,-9.19554,Entire home/apt,80,5,28,2022-11-08,0.31,1,348,3,
7435613,Principe Real Spacious 2 Bedroom Apartment,38950265,Cláudia & João,Lisboa,Misericrdia,38.71338,-9.15014,Entire home/apt,100,4,26,2022-09-24,0.29,2,0,4,55691/AL
7516343,Chiado - Rossio @ 1 pax / Low Cost / Center Lisbon,23450558,Flávia,Lisboa,Santa Maria Maior,38.71305,-9.1417,Entire home/apt,69,3,153,2022-12-06,1.71,8,365,18,62688/AL
7522021,Explore a Historic District from a Modernized Apartment,538753,André & Cristina,Lisboa,So Vicente,38.718178,-9.129153,Entire home/apt,79,2,114,2022-11-28,1.28,12,273,32,61734/AL
7996771,Wooden villa,42212160,Portugal,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.83417,-9.39996,Entire home/apt,260,3,9,2022-08-10,0.11,26,365,1,
7765336,Ribamar/Ericeira Family Surf House,40839234,João,Mafra,Santo Isidoro,39.00757,-9.42239,Entire home/apt,176,5,82,2022-10-08,0.93,1,254,10,31059/AL
7522715,V Dinastia Guest House 2,16521620,Miguel,Lisboa,Campo de Ourique,38.71992,-9.16083,Hotel room,100,1,21,2022-04-15,0.23,5,326,4,
7522997,CITY CENTER ROOM@LISBON,7457289,Mariana,Lisboa,Arroios,38.71719,-9.1406,Private room,39,2,148,2022-12-11,1.66,1,73,38,
7768640,Nice Apt City Center,40860580,Frederico,Lisboa,So Vicente,38.71798,-9.13278,Entire home/apt,82,2,248,2020-03-09,2.77,1,0,0,85135/AL
7996994,Maçãs Beach Flat,42212160,Portugal,Sintra,Colares,38.82631,-9.46478,Entire home/apt,208,3,0,,,26,364,0,
7529189,Central Lisbon charming in Anjos,25425636,Maria Manuela,Lisboa,Arroios,38.7262,-9.13739,Entire home/apt,71,3,214,2022-11-26,2.39,2,305,26,17776/AL
7997159,Villa Xincha,42212160,Portugal,Sintra,Colares,38.80367,-9.47281,Entire home/apt,833,4,3,2016-10-23,0.04,26,365,0,
7997464,Villa nola,42212160,Portugal,Cascais,Cascais e Estoril,38.6991,-9.43477,Entire home/apt,874,7,18,2019-06-17,0.20,26,365,0,
7769304,Private room flat with terrasse,39465095,Chez Tuga Unipessoal,Lisboa,So Vicente,38.7181,-9.12228,Private room,49,1,59,2022-10-24,0.66,9,0,26,74370/AL
7539506,"Spatious villa near Guincho Beach, Cascais",39492001,Pedro,Cascais,Cascais e Estoril,38.72714,-9.46149,Entire home/apt,243,5,4,2022-10-17,0.04,1,0,3,
7779486,Casa do Banzão,40505105,Ricarda,Sintra,Colares,38.81901,-9.45298,Entire home/apt,120,3,44,2022-06-27,0.50,1,146,5,
7543221,FASHIONABLE AND COSY STUDIO,7068706,Manuel Isaias,Cascais,Cascais e Estoril,38.70016,-9.38682,Entire home/apt,67,3,120,2022-11-19,1.34,2,364,10,46583/AL
7780072,Costa do Castelo Terrace VI - 2 Bedrooms,18744173,Thierry,Lisboa,Santa Maria Maior,38.71605,-9.13273,Entire home/apt,100,2,137,2022-04-11,1.53,6,247,2,2759/AL
7781022,Horta 29 - Room 2 @streetlobbylisbon,14629738,Andy,Lisboa,Arroios,38.73116,-9.14063,Private room,35,5,52,2022-08-07,0.58,6,0,1,20075/AL
8007303,Casal de São José,42212160,Portugal,Sintra,Colares,38.83185,-9.46308,Entire home/apt,290,4,1,2020-08-16,0.04,26,365,0,
8008900,Villa atlantic,42212160,Portugal,Sintra,Colares,38.81766,-9.47447,Entire home/apt,899,4,1,2017-09-10,0.02,26,365,0,
8009034,Villa Praia Grande,42212160,Portugal,Sintra,Colares,38.81928,-9.47419,Entire home/apt,799,3,0,,,26,365,0,
7553893,Two bedroom central apartment full of light,3634413,Birds,Lisboa,Arroios,38.72307,-9.13616,Entire home/apt,86,2,157,2022-10-31,1.75,14,20,36,26250/AL
7573224,2 Bedrooms Apt. w/ Pool Estrela,31281376,Marta,Lisboa,Campo de Ourique,38.71566,-9.15822,Entire home/apt,96,3,222,2022-12-12,2.47,2,244,28,42346/2017
8009173,Country house | Ericeira,42212160,Portugal,Mafra,Ericeira,38.95806,-9.39478,Entire home/apt,265,4,3,2018-08-31,0.04,26,199,0,
8009589,House in a farm | Ericeira,42212160,Portugal,Mafra,Ericeira,38.96246,-9.3961,Entire home/apt,156,3,1,2019-08-07,0.02,26,365,0,
8009688,Cosy house in the nature,42212160,Portugal,Cascais,Alcabideche,38.73581,-9.41609,Entire home/apt,253,3,3,2016-08-13,0.04,26,365,0,
7782467,"Beach Apartment Praia de Santa Cruz, Torres Vedras",40949176,Ana,Torres Vedras,Silveira,39.13322,-9.38188,Entire home/apt,40,2,80,2022-12-11,1.21,1,215,16,61140/AL
7783145,Pousada da Vila | Twin room w/ terrace,6789154,André,Mafra,Ericeira,38.96335,-9.41638,Private room,23,3,63,2022-08-27,0.82,5,280,18,28832/AL
7573544,Modern 2-Bedroom Apartment in Alfama,8298637,Courtesy,Lisboa,Santa Maria Maior,38.71013,-9.13355,Entire home/apt,150,3,51,2022-08-30,0.57,3,169,6,14821/AL
7573582,2 Bedroom Apt. with Terrace Graca,31281376,Marta,Lisboa,So Vicente,38.72073,-9.1282,Entire home/apt,86,3,189,2022-11-22,2.11,2,350,26,42358/2017
7786991,2 bed charming apt central Lisbon,40977371,Jacqueline,Lisboa,Alvalade,38.74851,-9.13875,Entire home/apt,69,30,150,2022-11-27,1.69,2,84,11,46831/AL
8014689,Beautiful Flat with Castle Views. Strong WIFI & FREE Parking,1312785,Juan,Lisboa,Santa Maria Maior,38.71764,-9.1362,Entire home/apt,162,3,42,2022-11-17,0.47,13,31,5,18895/AL
7581204,"Nice home, only 20 min. from Lisbon",39748019,Otília,Sintra,"Almargem do Bispo, Pro Pinheiro e Montelavar",38.81785,-9.25589,Entire home/apt,90,3,43,2022-08-21,0.50,1,29,5,
8016507,Charming Apartment Checkinhome in Lisbon centre,23352504,Checkinhome,Lisboa,Misericrdia,38.71469,-9.15084,Entire home/apt,80,4,163,2022-11-24,1.84,1,319,10,28222/AL
7788144,Charming  apart in central Lisbon,40977371,Jacqueline,Lisboa,Alvalade,38.74869,-9.13838,Entire home/apt,61,25,206,2022-08-13,2.40,2,47,2,50408/AL
7593246,1 Bedroom apartment + double sofa-bed,39819442,Tiago,Lisboa,Olivais,38.77860641479492,-9.118969917297363,Entire home/apt,108,1,4,2022-09-29,1.01,1,364,4,
7794844,Harmony House Mouraria-Lisboa,40014120,Helia,Lisboa,Santa Maria Maior,38.71586,-9.1334,Entire home/apt,40,2,283,2022-11-25,3.17,1,163,54,84311/AL
7600437,Bairro Alto Window,6065977,Pedro & Rúben,Lisboa,Misericrdia,38.7131,-9.14427,Entire home/apt,64,1,135,2022-12-13,1.51,8,331,50,20894/AL
7601003,Private room in the apartment,33928344,Cristina,Lisboa,Penha de Frana,38.72579,-9.13036,Private room,30,3,269,2022-12-12,3.00,3,264,34,76295/AL
7798639,The only way is up... town!,41047331,Maria Camila,Lisboa,So Domingos de Benfica,38.75302,-9.1736,Private room,31,2,200,2022-12-01,2.26,1,259,44,63987/AL
7609146,Apartment near Chiado overlooking river,20179403,Pedro,Lisboa,Misericrdia,38.70949,-9.15007,Entire home/apt,98,2,285,2022-08-15,3.18,1,177,18,18754/AL
7805856,São Lourenço Beach House,41088545,D,Mafra,Santo Isidoro,39.00951,-9.41557,Entire home/apt,100,3,148,2022-11-03,1.66,1,0,28,
7806644,Principe Real Stylish apartment,10774139,Maria,Lisboa,Misericrdia,38.71628,-9.14939,Entire home/apt,49,2,24,2022-10-30,0.27,4,0,3,80709/AL
7814104,Central Lisbon Sunny apt T3 Historic Center,41136764,Nuno,Lisboa,Misericrdia,38.70904,-9.15057,Entire home/apt,140,4,71,2022-11-01,0.80,1,39,18,
8021482,Cosy apartment in Historical Center Castelo,42353986,Sandra,Lisboa,Santa Maria Maior,38.71344,-9.13427,Entire home/apt,56,3,336,2022-12-08,3.82,2,291,64,26260/AL.
8027015,Casa no Bairro Estrella d’Ouro,299034452,Luiza,Lisboa,So Vicente,38.71994,-9.13128,Entire home/apt,67,4,90,2022-11-28,1.04,2,249,14,61232/AL
